"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.743296959E0,1.211520630E1,-2.040556641E0,4.483775940E0,1.307846863E1
1.753307959E0,1.174682236E1,-2.031275940E0,5.311404877E0,1.305085971E1
1.763319958E0,1.140987305E1,-1.878294067E0,5.332211609E0,1.273364332E1
1.773330959E0,1.117082016E1,-1.678160248E0,4.548740845E0,1.217762243E1
1.783341958E0,1.111663284E1,-1.455273743E0,3.325334930E0,1.169423789E1
1.793352958E0,1.097427887E1,-1.312171326E0,1.960922241E0,1.122505262E1
1.803363958E0,1.079016174E1,-1.420845337E0,6.325845337E-1,1.090167671E1
1.813375958E0,1.033525772E1,-1.283730469E0,-4.111949158E-1,1.042279220E1
1.823386958E0,9.949659576E0,-1.269659729E0,-9.569599915E-1,1.007588874E1
1.833397958E0,9.263336792E0,-1.185983734E0,-8.746311951E-1,9.379815865E0
1.843408959E0,8.420140228E0,-1.339863739E0,-4.924758911E-2,8.526219656E0
1.853419959E0,7.764054565E0,-1.664388885E0,7.548802185E-1,7.976250861E0
1.863431958E0,7.072642365E0,-1.782792664E0,1.457519073E0,7.438076468E0
1.873442959E0,6.518794098E0,-1.653611298E0,1.926643524E0,6.995788882E0
1.883453958E0,6.122867432E0,-1.399739227E0,2.154469757E0,6.640068932E0
1.893464958E0,5.833968201E0,-1.278641052E0,2.099833374E0,6.330829970E0
1.903475958E0,5.717210999E0,-1.283580780E0,1.718576202E0,6.106356146E0
1.913487958E0,5.895190887E0,-1.109792175E0,1.548080750E0,6.195277902E0
1.923498958E0,6.053711243E0,-8.306227112E-1,1.281634827E0,6.243391845E0
1.933509958E0,6.167923737E0,-6.939569092E-1,8.523275757E-1,6.265087526E0
1.943520959E0,6.455924835E0,-7.610174561E-1,7.415579224E-1,6.542783903E0
1.953531959E0,6.607559509E0,-9.128018188E-1,1.037342834E0,6.750491092E0
1.963543958E0,6.812633057E0,-9.515711975E-1,1.362766113E0,7.012459511E0
1.973554959E0,7.038663025E0,-7.954458618E-1,1.562600555E0,7.253773624E0
1.983565958E0,7.188351746E0,-6.667135620E-1,1.654808807E0,7.406436389E0
1.993576958E0,7.345075836E0,-5.658233643E-1,1.684297485E0,7.556927493E0
2.003587958E0,7.792944489E0,-4.005670166E-1,1.493743744E0,7.944917124E0
2.013599958E0,8.294701080E0,-2.655477905E-1,1.263971558E0,8.394653402E0
2.023610958E0,8.596024475E0,-2.936892700E-1,1.176703033E0,8.681158920E0
2.033622459E0,8.811127167E0,-4.245172119E-1,1.112935638E0,8.891276767E0
2.043633458E0,8.846453705E0,-5.978567505E-1,1.102008362E0,8.934853008E0
2.053644458E0,9.184750214E0,-8.696914673E-1,1.080153809E0,9.288849874E0
2.063655458E0,9.724527740E0,-1.022523651E0,1.165177002E0,9.847315971E0
2.073667458E0,9.831255798E0,-1.018482056E0,1.387015686E0,9.980716847E0
2.083678458E0,9.910740509E0,-9.937834167E-1,1.405427399E0,1.005910578E1
2.093689458E0,1.001597168E1,-1.166973267E0,1.281185760E0,1.016478983E1
2.103700459E0,1.018946091E1,-1.366658020E0,1.137783966E0,1.034347234E1
2.113711459E0,1.020083725E1,-1.543739777E0,9.825567627E-1,1.036366879E1
2.123723458E0,1.039034317E1,-1.774110718E0,8.470884705E-1,1.057469900E1
2.133734459E0,1.102966370E1,-1.887574768E0,9.000782776E-1,1.122615520E1
2.143745458E0,1.172661438E1,-1.930385742E0,9.744735718E-1,1.192432273E1
2.153756458E0,1.230815506E1,-1.969155121E0,9.168434143E-1,1.249835408E1
2.163767458E0,1.286903870E1,-1.955982513E0,8.638536072E-1,1.304546924E1
2.173779458E0,1.326840820E1,-1.752256165E0,8.705895996E-1,1.341189711E1
